"Emisión: 10/09/12 12:05:02
Los mas Vendidos $
Año : '2012' , Mes : 'AGO' , Cantidad  : '5000' , Local : 'SUPER EL MERCADITO,SUPER EL MERCADITO (CAPACITACI'"
"ALGABO QUITAESMALTE  120ML.",55.93,7,24.92,2337
"SER YOGUR BEBIBLE FRUTILLA X 190 G",55.9,10,13.2,2338
"ARCOR ARVEJAS SECAS  320G",55.86,14,15.82,2339
"POETT DESOD BEBE X 400 ML",55.86,6,18.07,2339
"MELAM. DINNER SET",55.86,1,23.32,2339
"DOVE BRILLO RADIANTE ACOND  X 200 ML",55.85,4,21.25,2342
"GLOCOT BLEM INCOLORO X 450 CC",55.82,5,18.68,2343
"ARCOR MERM DAMASCO LIGHT X 390 G",55.77,5,17.02,2344
"DEL VALLE ANANA FIZZ X 710 CC",55.74,6,4.98,2345
"MAROLIO TE X 100",55.72926,6,22.30926,2346
"BOLSA 5.00 PESOS",55.7,11,18.3,2347
"BABELITO JABON PARA BEBE X 90 G",55.68,8,19.76,2348
"BOLSA 6.50 PESOS",55.64,8,22.44,2349
"LA MORENITA X 100 SAQUITOS",55.6,7,16.54,2350
"BIANCHI DOC CAB SAU X 700 CC",55.56,2,14.4,2351
"ILOLAY DULCE DE LECHE REPOSTERO X 400 G",55.5,6,13.32,2352
"DOMINGO HERM REGIONAL BLANCO X 4650",55.49,1,17.18,2353
"NIVEA DESODORANTE INVIS.CLEAR AERO 150 M",55.47,3,18.66,2354
"POXI-RAM X 25 ML",55.44,6,16.62,2355
"NOSOTRAS TOALLA NAT X 8 INVI",55.3168,8,20.1168,2356
"ESPADOL FRESH X 90G",55.25,13,19.37,2357
"COCA COLA X 1500 CC LIGHT",55.23,5,9.56,2358
"HERBAL ESSENCES AC DOMADOR DE FIERAS  35",55.17,4,18.45,2359
"LAVANDINA AYUDIN FLORES 2LT",55.14,6,15.3,2360
"LOS HAROLDOS RESERVA MALBEC X 750 CC",55.1,2,15.16,2361
"ALICANTE SOPA ARV/JAMON 68",55.03,11,24.12,2362
"ARCOR MERM FRUTILLA X 454 G",55,4,15.4,2363
"ROSAURA MAIZENITAS",55,44,54.56,2363
"LA TUCUMANITA CAP 500G",54.96,4,16.56,2365
"PLUSBELLE SH LECHE DE AL X 1 LTS",54.95,5,15.7,2366
"SUCARYL X 360",54.92,3,19.88,2367
"AXE PACK X 4",54.9,1,18.42,2368
"LUX JABON DESEO DE MORA X 125 G",54.85,13,17.28,2369
"CELUSAL SALERO X 100G",54.8,11,17.84,2370
"MOLTO FIDEO FORATTI 500G",54.79206,11,14.86206,2371
"VIRULANA ESPONJA C/FIBRA MULTIUSO",54.78,18,25.08,2372
"IMPULSE DYNAMIQUE X 107G",54.7134,4,21.9134,2373
"ACE LIQUIDO X 1500",54.58,2,15.6,2374
"LOS HAROLDOS SYRAH X 750 CC",54.55,2,19.41,2375
"CALIFORNIA OPORTO X 750 CC",54.54,3,21.54,2376
"MAROLIO PATE X 90 G",54.50842,20,18.30842,2377
"TERMA PATAGONICO X 1250 CC",54.5,5,17,2378
"MR MUSCULO GLADE LAVANDA X 1800",54.36635,5,20.19635,2379
"MORTIMER ESPONJA CUADRICULADA",54.35997,14.99999,19.61999,2380
"ILOLAY YOGUR ENT. DURAZ. BEBIBLE X  190",54.35,15,14.6,2381
"QUERICO CABELLO DE ANGEL X 500 G",54.32,8,16,2382
"MAROLIO PULPA DE TOMATE X 520 G",54.27,14,20.39,2383
"POETT DESOD ESPIRITU JOVEN X 360 ML",54.26,6,15.56,2384
"NOSOTRAS PROT TANGA X 15",54.22831,9,19.84831,2385
"WOOLITE CLASICO X 450 ML",54.08972,7,11.24972,2386
"QUESO L.S. GRANA PAMPEANA 100G",54.08,4,14,2387
"EXTRALIMP TRAPO BLANCO CONSORCIO",53.97,6,18.45,2388
"GLADE CANASTA REP CAMPO",53.96,4,16.52,2389
"SUAV.VIVERE DIA A DIA DP.900",53.94,6,21.6,2390
"VANOLI CHIMI CHURRI X 190 ML",53.94,6,16.8,2390
"KNORR CICA SALSA NAPOLITANA X 340 G",53.91,9,13.68,2392
"FUENTON 28 L",53.8,2,21.3,2393
"LOS ARBOLES MALBEC X 700",53.8,2,16.8,2393
"QUERICO NIDOS N? 1X 500 G NUEVO",53.74,8,15.42,2395
"BALBO MALBEC X 750 CC",53.7,3,16.71,2396
"KEVINGSTONE DEO SURF X 105 G",53.7,3,17.91,2396
"BALBO TORRONTES X 750 CC",53.7,3,16.71,2396
"CORMILLOT MERM LIGHT HIGO X390",53.7,6,16.44,2396
"CELUSAL SAL GRUESA X 1 KG",53.68,14,18.12,2400
"ALWAYS ULTRAF.FEM. S/ALAS 8UN",53.67,5,20.92,2401
"ESENCIAL VELAS X 4 CORTAS",53.55998,20.99999,19.12,2402
"DISPITA MAMADERA AGUJERITO",53.52343,2,21.58343,2403
"TOPLINE NEXT MINT",53.49,35,20.94,2404
"ILOLAY VITA C/ TROZOS FRUT .X 160",53.48,12,16.88,2405
"REXONA MEN ADVENTURE PACK",53.48,2,17.72,2405
"HELLO KITTY 3 BODY SPLSH X 60M",53.47,1,24.16,2407
"GUANTES PLUMITA MEDIANO",53.4,6,20.4,2408
"NUPCIAL BUDINERA ECO N24",53.4,3,22.89,2408
"HILERET ZUCRA EDULCORANTE X 200 CC",53.4,5,17.7,2408
"HEAD SHOULDERS PREV CAIDA X 200 ML",53.37,3,15.03,2411
"ORAL-B REMA DEN. LIMP PROF.3X2",53.37,3,12.45,2411
"LOS HAROLDOS MALBEC X 750",53.27,2,18.13,2413
"COLGATE SENSITIVE ORIG X 100 G",53.26,2,19.94,2414
"MAROLIO PURE DE TOMATE X 360 G",53.23,16,16.43,2415
"ROMYL PAÐO LIMPIADOR PARA PISO",53.17,5,26.37,2416
"AGUILA CHOCOLATE  EXT.FINO 100",53.16,4,18.08,2417
"VILLA RICA CAFE X 125 G",53.07,7,20.66,2418
"ROMYL ESPONJA DE BRONCE",53.04,24,20.88,2419
"ALGABO FOOT POLVO P/PIES X 200 G",53.0317,6,23.5117,2420
"ACEITUNA D.RICARDO RODAJA 500",53.02,3,19.62,2421
"CAROL CUCHILLO X 12 UNDS",53.01,1,22.01,2422
"CLIGHT PERA X 18 SOBRES",52.98,2,9.12,2423
"COCTEL SANGRIA UVITA X 1 L",52.95,9,10.47,2424
"GALLO ARROZ  LARGO FINO X 500 G",52.92,9,14.31,2425
"VIVERE DIA A DIA +  500 ML",52.80559,8,20.88559,2426
"CANALE PERAS X 820 G",52.76,4,5.48,2427
"ILOLAY VITA C/ TROZOS  DURAZ X 160",52.71,12,16.11,2428
"LYSOFORM LIMPIADOR CITRICA X 450 CC",52.71,7,21.64,2428
"AGUILA MINI TORTA BLANCO X 72 G",52.56,13,15.38,2430
"AIRE PUR PERCHA ANTIH+DES.LAV",52.47,3,16.44,2431
"RAID MMM SIN OLOR X 360 CC",52.47,3,15.09,2431
"JABON P.DRIVE B.DE LA TAR.400G",52.47,12,15.87,2431
"EXTRALIMP REPASADOR ESCOSES",52.45,5,21.65,2434
"VIVERE CONCENTRADO NATURALEZA X 300 ML",52.45,5,16.15,2434
"RECETAS DE LA ABUELA BIZCOCHOS DE GRA",52.43,13,15.38,2436
"LIMOL JABON T. ARMONIA 3X90G",52.42743,8,18.42743,2437
"JUANCHO TRAPO DE PISO BLANCO SUAVE",52.41253,6,19.71253,2438
"JUGO P.BC MANGO NARANJA 7.9G",52.36,35,18.41,2439
"AQUARIUS POMELO X 500 CC",52.3,10,12.52,2440
"DULCYPAS PEPAS 200G",52.29,18,14.47,2441
"ESTRELLA SUPER ALGODON X 100 G",52.24,9,11.29,2442
"COBRA CERA LIQUIDA MARRON X 60 ML",52.2,3,17.4,2443
"INDIVIDUAL PLASTICO DECORADO",52.2,18,28.26,2443
"ARCOR MERM CIRUELA X 454 G",52.18726,5,16.08726,2445
"CANALE DAMASCO X 820 G",52.17,3,5.91,2446
"TRAMONTINA TENEDOR X 3 UNDS",52.17,3,16.59,2446
"BRISTOL VASO 520CC",52.12,4,20.52,2448
"HELLMANNS MAYONESA LIGHT X 350 CC",52.12,6,16.54,2448
"ALWAYS ACTIVE X16 AHORRA 2",52.08725,2,20.60725,2450
"POETT AUTO EXTR.REP.",52.06,2,17.34,2451
"PROT.DIA.MULTIF.PH BAL.20U",52.03801,6,15.65801,2452
"MENTHO PLUS CHERRY",52,21,20.37,2453
"JOHNSONS SH RULOS X 200",51.97999,4,20.69998,2454
"BAGGIO JUGO MANZ.1L",51.92,8,13.92,2455
"MICHEL TORINO MERLOT X 700 CC",51.91,2,18.09,2456
"MOLINOS ALA ARROZ L.FINO 500G",51.87,13,13,2457
"BIANCHI MALBEC X 750 CC",51.81,2,15.93,2458
"ALICANTE SOPA PUCHERO 67G",51.76,10,16.76,2459
"RAID APARATO S/CABLE",51.75,3,17.31,2460
"CHOCOLINAS X 170 G",51.72,9,13.47,2461
"JOVIFEL COLADOR 1",51.68,3,26.36,2462
"ELVIVE ACOND LISS INT 200 ML.",51.61995,3,24.64998,2463
"LA MONTEVIDI CHOCO C/SALSA 500",51.5,2,15.62,2464
"AGUILA HEL.POSTRE 825G",51.3,1,18.71,2465
"DETER.CIF ACTIVE GEL LIMON 300",51.3,5,16.85,2465
"HILERET 10A1 X 50 SOB",51.2,5,16.15,2467
"RI-K MAYONESA POTE X 350",51.16,9,16.33,2468
"TARAGUI METE COCIDO NIÐO X 20 SAQ",51.16,5,15.46,2468
"WOOLITE BEBE X 120 ML",51.1,14,17.08,2470
"KEKSY GELATINA MANZANA X 120 G",51.04256,18,19.00255,2471
"LA VIRGINIA BOLDO X 50 SAQ",51.02,6,15.74,2472
"FIDEO RIVOLI PUNTINE X 500G",51.00772,14,15.30772,2473
"NORTON CLASICO BLANCO X 750 CC",50.97,3,12.27,2474
"VIÐAS DE BALBO CHABLIS X 1250 CC",50.97,3,12.12,2474
"BC MERM DURAZNO X 390 G",50.96,4,14.6,2476
"COLBERT US DEO X 250CC",50.88574,2,16.84574,2477
"LUMILAGRO SUPER TERMICA TERMO X 1 L",50.85,1,16.95,2478
"FARGO TAPAS PARA EMPANADA P/FREIR X 453",50.83138,6,15.47138,2479
"SER CEREA FIBRAS 220GR",50.82,3,13.2,2480
"CIF DETER. ACIVE GEL 300ML",50.8,5,16.35,2481
"MR MUSCULO LIMP.BAÑO DP500+100",50.75559,6,17.33559,2482
"BON O BON CHOCOLATE POSTRE X 110 G",50.75,7,16.73,2483
"PEPAS MAROLIO 200G.",50.70999,17,15.00999,2484
"CADA DIA MOSTAZA X 200G",50.7034,16,14.3834,2485
"JABON T.PLUSBELLE EXFOL.150G.",50.69304,10,20.79304,2486
"LA SERENISIMA QUESO EN HEBRAS GOUDA X 15",50.68,4,11.04,2487
"DULCOR CEREZAS X 110G",50.64,4,14.48,2488
"MR MUSCULO GATILLO ANTIG X 500CC",50.64,4,16.88,2488
"RUMBA X 112 G",50.49011,11.00002,17.05004,2490
"BC MAYONESA OLIVA X 250 CC",50.45461,10,12.75461,2491
"MENTHO PLUS STRONG X 30.6 G",50.44,20,20.24,2492
"ARCOA CACAO X 360 G",50.41,5,14.74,2493
"SALADIX SNACKS JAMON X 100 G",50.31,9,16.83,2494
"MATARAZZO PENNE RIGATE X 500 G",50.18,6,14.78,2495
"DOLCA CAFE CON LECHE X 200G",50.15,3,18.59,2496
"ROMYL ESCOBILLON DE CERDA",50.14,2,19.84,2497
"ROLLO COC.SUSSEX 100P 2U",50.09,4,13.77,2498
"COLMENARES MATA MIEL  X 500 G",50.07,3,14.37,2499
"BABELITO PLATO TERMICO",50.01,1,16.67,2500
"DISPITA MAMADERA DL ESTAMP",50,2,20.1,2501
"ROSAURA ROSQUETES",50,10,49.9,2501
"ROMYL GUANTES TALLE S",49.95,5,17.7,2503
"CRIADORES WHISKY  X 1 L",49.9,1,14.91,2504
"EXTRALIMP BROCHES DE MADERA X  12",49.84,8,30.48,2505
"LA EDITA DESC LECHE LV X 1 L",49.83999,8,15.43999,2506
"ILOLAY FLAN VAINILLA C/CARAMELO  X 125 G",49.8,13,12.88,2507
"GODET BIZCOCHUELO COCO X 480 G",49.78,6,15.16,2508
"VALDERROBLES SYRAH-BONARDA X 700 CC",49.77,3,18.66,2509
"VIRULANA ESPONJA FIBRA SIEMPRE LIMPIA",49.71305,16,22.51305,2510
"FOSFOROS BUENOS DIAS 220UN",49.59,22,16.81,2511
"MAROLIO ARVEJAS X 350 G",49.57,19,15.18,2512
"LA SERENISIMA QUESO EN HEBRAS X 150 G",49.56,4,9.92,2513
"LA MORENITA BOLDO X 20 UNID",49.54691,14,18.04691,2514
"LA MORENITA TE X 25 SAQ.",49.53901,29,14.73901,2515
"ESPUMA AFEITAR 400G.",49.47,3,18.96,2516
"TANG NAR / MANGO X 14 UNDS",49.47,3,-0.33,2516
"ELVIVE ACON NUTRI GLOSS BAL X 200 ML",49.42,3,17.26,2518
"ELVIVE ACOND RIZOS HIDRA.200ML",49.42,3,22.45,2518
"GEMPLAST JARRA PLASTICA 2.7L C",49.41,3,24.81,2520
"AYBAL SODA X 2000 CC",49.39,11,12.76,2521
"MELBA 120G",49.39,11,13.2,2521
"BABELITO MAMADERA TOMA SOLITO  250 ML TA",49.35,1,20.31,2523
"LA CAMPAGNOLA ATUN EN ACEITE X 300 G",49.3,2,11.38,2524
"LA CAMPAGNOLA ATUN NATURAL X 300 G",49.3,2,11.38,2524
"SUPY SECADOR 40",49.29,5,20.34,2526
"GODET TORTA LEMON PIE X 300 G",49.27,4,15.39,2527
"PORTEÐITAS X 130 G",49.27,13,14.43,2527
"KNORR SABOR EN CUBOS TUCO X 4",49.25162,10,14.15162,2529
"SIEMPRE LIBRE ESPECIAL SUAV C/A X 8",49.03677,7,16.83677,2530
"GRANIX BIZCOCHOS LINO X 180 G",49,10,12.6,2531
"JOVIFEL PIZERA ENLOZADA N° 36",49,1,17.1,2531
"GRANIX BIZCOCHITOS TRADICINALES X 180 G",48.95,11,12.65,2533
"DULCOR MERMELADA NARANJA X 500 G",48.88,10,15.58,2534
"NAVARRO CORREAS MALBEC COLECCION X 700",48.79,1,15.14,2535
"CANALE DURAZNOS LIGHT X 800 G",48.76,4,5.6,2536
"BABELITO MORDILLO REFRIGERANTE",48.75,2,20.97,2537
"BOOG LIMONADA 30 G",48.73,32,15.45,2538
"DRIVE MATIC FR.MAR 400",48.72006,11,15.17006,2539
"LYSOFORM ORIGINAL X 450 CC",48.72,7,16.24,2540
"THOLEM CLASICO X 190 G",48.7,5,9.75,2541
"THOLEM UNTABLE LIGHT QUESO AZUL",48.7,5,9.75,2541
"JUGO P.INCA LIGHT MULTIF.X10G",48.68,40,22.28,2543
"ALA ULTRA LIMA X 300 ML",48.66,6,15.3,2544
"JUGO P.INCA LIMON 30G",48.66,39,13.4,2544
"ECO BROCHE MADERA X 12",48.65,7,32.48,2546
"ALGABO GEL 2 EFECTO HUMEDO X 150 G",48.58052,6,30.94052,2547
"ARLISTAN CAFE INSTANTANEO SUAVE X 100 G",48.49,3,16,2548
"LA VIRGINIA KALMA DESCAFEINADO X 100 G",48.48,2,15.06,2549
"POLYCERA ROJO X 450 ML",48.44514,5,16.64514,2550
"EXTRALIMP ESCOBA",48.42,3,23.22,2551
"ILOLAY YOGUR ENT C/ TROZO DURAZ X 160",48.39859,12,13.95859,2552
"VANOLI BERENJENAS EN ESCABECHE X 330 G",48.38,2,15.12,2553
"VIRULANA ESP LISA X",48.38,16,21.18,2553
"MAYO.HELLMANNS R.LIV.125CM",48.35,20,14.55,2555
"YESI HERMETICO RECT.3 LTS.",48.34,2,23.24,2556
"GALL.OPERA WAFFLE TRIPLE 75G",48.24,12,12.84,2557
"AIR WICK DESOD. AMBIENTE FLORES BL  X 34",48.2,7,14.46,2558
"POETT DESOD SUAV DE ALGODON X 360 CC",48.07,5,15.22,2559
"VASO PLASTICO COLOR",48.04,16,24.04,2560
"SERTAL COMP X UNID",48,24,19.2,2561
"TULIPAM CLASSIC X 3 UNID",48,8,14.32,2561
"SUCARYL X 100 SOB",47.96,4,16.52,2563
"MATARAZZO FIDEO FETTU ESPIN X 500 G",47.95,5,12.05,2564
"ROMYL FILM 30 MTS",47.94,6,19.2,2565
"JOVIFEL CORTINAS DE BAÑO",47.9,1,21.41,2566
"KEVINGSTONE EST (DEO+ESP)",47.9,1,16.09,2566
"JUGO BAGGIO FRESH NAR.D500ML.",47.88,12,17.88,2568
"CALIFORNIA MISTELA X 750 CC",47.85,3,14.85,2569
"JOVIFEL PULVERIZADOR COLOR",47.74293,6,24.34293,2570
"ALGABO COLONIA AMBRE X 500 ML",47.7,3,20.16,2571
"SER LIMONADA POLVO X 12.8G",47.7,30,14.98,2571
"JUGO P.BC MANZANA 8.5G",47.68,32,16.64,2573
"VANOLI CHIMICHURRI CLASICO X 350 CC",47.57,4,16.05,2574
"CEREAL MIX GALLETA AVENA/PASA X 180 G",47.53,7,12.32,2575
"LOMITOS MAROLIO ATUN EN ACEITE Y AGUA 120 GRS",47.44,5,14.14,2576
"ODEX X 400 G",47.35,12,15.91,2577
"TORTITAS BLACK ARCOR X 125 G",47.35,12,13.15,2577
"SER JUGO NARANJA DULCE CAJA X 18 UNDS",47.32558,2,-0.15442,2579
"ELVIVE SHAMP. CITRUS 200ML.",47.22,3,18.52,2580
"ALWAYS BASICA S/ALAS X 8",47.18,9,16.4,2581
"HINDS CREMA P/CUERPO X 75 ML",47.16358,6,16.86358,2582
"SALADIX PARMESANO 25G",47.13,20,15.33,2583
"TRAVIATA  X 101 G",47.04,16,11.52,2584
"LA VIRGINIA TE BLANCO X 25 SAQ",47.01503,6,14.07503,2585
"JOHNSONS AC MANZANILLA X 200 ML",47.01186,3,18.38186,2586
"AIR WICK REP AIR MATIC LAVANDA X 250 ML",46.9,1,12.66,2587
"AIR WICK REP MAGNOLIA",46.9,1,12.66,2587
"GREEN GILLS TE VERDE X 25",46.86,6,12.36,2589
"PANTENE ACON BRILLO EXTREMO X 200",46.77,3,15.36,2590
"POETT DEJA VU X 360",46.69451,5,13.84451,2591
"SER FLAN TENT.CHOCOL.105G 2UN",46.68202,6,13.34202,2592
"MR MUSCULO CREMA LAVANDA X 450 CM",46.61296,6,16.61296,2593
"YESI VERTEDOR X  1 K",46.59557,3,19.89557,2594
"ESTILO SPA JABON LIQUIDO ANTIBACT. X 300",46.53,4,16.25,2595
"ESTILO SPA ESPONJA OVALADA C/ VEGETAL",46.52,4,23.52,2596
"GLADE FRES CONT LAVANDA",46.47,3,15.63,2597
"MAROLIO CAFE X 100G VIDRIO",46.47,3,14.52,2597
"PROCENEX VIDRIO DP X 500 ML",46.35,8,13.9,2599
"ECO BOLSA RESIDUOS 50X70 CM",46.31,9,23.45,2600
"ROSAURA BISCUITS",46.26,1,46.25,2601
"ROCKLETS BANANITA X20G",46.24,23,17.04,2602
"DON RICARDO ACEITUNAS 1 X 1K",46.2,2,16.4,2603
"MR MUSCULO COCINA NARANJA GAT X 500",46.16,3,16.76,2604
"HEAD & SHOULDER ACON.PROTEC CAIDA X 200",46.13,3,16.79,2605
"YERBA UNION 250G",46.13,7,12.25,2605
"VIDACOL FRUTILLA 80 G",46.06,14,9.66,2607
"BUTTER TOFFEES LECHE X 150 G",46.05,6,15.69,2608
"47 STREET CREM PEINAR LISO X 300",45.99,2,17.55,2609
"ALGABO REPAR PUNTAS LACIO 60ML",45.98,2,17.24,2610
"ROMYL CEPILLO INODORO CON VASO",45.98,2,25.08,2610
"JUGO BC LC S/A. POMELO RDO. CA",45.98,2,14.3,2610
"COMBO ALGABO",45.96,2,14.92,2613
"VANOLI CHIMICHURRI PICANTE X 350 CC",45.96,4,14.44,2613
"BABELITO CEPILLO Y PEINE",45.93,1,21.51,2615
"MAROLIO AMARGO SERRANO LIGHT X 1500 CC",45.92,8,12.08,2616
"PAMPERS JUEGOS Y SUEÐOS X 14 (P)",45.91,3,17.8,2617
"PIZZA SIBARITA JAMON 530G",45.89,1,14.81,2618
"ALWAYS NORMAL C/ALAS X 8",45.81,5,15.56,2619
"ESTILO SPA ALCOHOL  EN GEL X 300 ML",45.72,3,17.49,2620
"ROSAURA MUFFIS",45.7,9,45.61,2621
"VIRULANA ESP MULT CUIDAUÐAS",45.68,13,20.33,2622
"CALLIA RESERVE LATA CAB.SA.750",45.59,1,14.19,2623
"CUMANA ATUN NATURAL DESM.170G",45.5467,9,14.5867,2624
"POETT LIMPIADOR LIQUIDO SUAV. DE ALGODON",45.52,8,13.52,2625
"VERITAS DEO INTENSA AEROSOL X 275 G",45.5,3,16.52,2626
"LATITUD 33 MALBEC X 750 CC",45.49,1,14.14,2627
"PANTENE SHAMP FRIZZ CONTROL X 200 ML",45.48,3,14.07,2628
"GRANIX TRIGO INFLADO X 100 G",45.34,12,13.18,2629
"CADA DIA MOSTAZA X 60 G",45.33,30,18.63,2630
"GRANIX GALLETA SESAMO X 185 G",45.3,10,12.2,2631
"PROCENEX MARINA LIMPIADOR 3 EN 1 X 900",45.3,10,13.5,2631
"TARAGUI TE  X 50 SAQ",45.26293,9,12.59293,2633
"KNORR QUICK LIGHT ESPINACA X 40G",45.16,6,13.06,2634
"MEDITERRANEAS JAMON SERRANO X 70 G",45.1,5,4.3,2635
"CAPPUCCINO ARLISTAN 125G",45.04,4,12.6,2636
"YERBA LA TRANQUERA C/PALO 2KG",45.00081,1,11.00081,2637
"JOVIFEL BROCHE PLAST. X 24",45,5,26.2,2638
"TOFI POSTRE HELADO 14 PORCIONE",45,1,12.41,2638
"TORO VIEJO TINTO X 700 CC",45,5,11.65,2638
"M&K LAVANDINA X 2L",45,6,13.98,2638
"ORAL-B PRO-SALUD 3X70G",44.98,2,10.44,2642
"ALGABO BABY SHAMPOO EXTRA SUAVE  444 ML",44.97,3,24.18,2643
"JUGO ARCOR LIMONADA",44.97,3,13.95,2643
"JUGO P.ARCOR ANANA",44.97,3,13.95,2643
"ROMYL  MANOPLA + POSA PAVA",44.97,3,17.73,2643
"HEINEKEN BCA X 1 L (RET)",44.97,3,10.17,2643
"LA MONTEVID HELADO.D.D.L./F1KG",44.9,1,13.33,2648
"LATITUD 33 TEMPRANILLO X 750 CC",44.9,1,15.4,2648
"LATITUD 33 SYRAH X 750 CC",44.9,1,15.4,2648
"LA MONTEVIDIANA CHOCOLATE Y AMERI 2 L",44.9,1,13.33,2648
"FIBRALIMP ESPONJA",44.89137,43.99998,21.13135,2652
"KONGO CACHORROS 1.3KG",44.88,2,16.78,2653
"NESTUM 200 G MAIZ",44.74,5,13.29,2654
"FORMULA HOGAR ALCOHOL QUEM 1 L",44.73,3,13.89,2655
"HINDS CREMA ANTI-AGE  X 250 ML",44.73,2,17.23,2655
"RAID MATA CUCARACHAS X 440 C",44.7,3,15.06,2657
"DANICA MOSTAZA X 60 G",44.642,25,15.392,2658
"MAROLIO MER FRUTILLA LIGHT X 390",44.62,5,13.17,2659
"TIA MARUCA GALLETAS LIGHT X 180 G",44.62,7,14.52,2659
"BLEM INCOLORO X 900 CC",44.49,2,14.81,2661
"LINA ULTRAFINA C/A 8 U",44.45034,9.00008,15.92012,2662
"TERRAB.CAB.ANG.100AÑOS",44.45,5,11.4,2663
"LUCCHETTI FIDEO TIRABUSON X 500 G",44.39128,6,11.48128,2664
"SER JUGO NARANJA CAJA X 18 UNDS",44.20498,2,-3.27502,2665
"LA MORENITA TILO X 20 UNDS",44.2,5,14.5,2666
"CORMILLOT MERM FRUTILLA FORT  LIGHT X 39",44.15,5,12.75,2667
"CARACAS MORRONES 220G",44.1,6,13.68,2668
"ROMYL REP TOALLA",44.1,3,22.05,2668
"QUESABORES SANCOR MOZZ 150G",44.07,3,9.03,2670
"SANCOR LECHE EN POLVO ENTERA X 800 G",43.98,1,8.79,2671
"AGUILA BAÑO DE REPOSTERIA LECHE X 150 G",43.96,4,12.64,2672
"COCINERO LIGHT P/ENSALADAS",43.96,4,14.44,2672
"NESTUM TRIGO C/FRUTAS X 200",43.95,5,12.5,2674
"OKEBON CHIPS CHOC.275G",43.92,6,12.6,2675
"DETER.BORA MAGIC NARJ.600ML.",43.9,6,19.96,2676
"POSTRE SER TENT.CHOCOL.105G 2U",43.85704,6,10.55704,2677
"TIA MARUCA BISCUITS X 200 G",43.75,7,10.85,2678
"ECHO CLASICO X 900",43.74932,3,12.21932,2679
"JOVIFEL SECADOR P/VIDRIOS",43.72504,6,24.40504,2680
"MAXIMO ARROZ X 500G",43.68,6,12.48,2681
"CELUSAL LIGHT X 500G",43.65,3,12.48,2682
"NIVEA DESOD SENSITIVE FOR MEN X 150 G",43.63335,3,15.61335,2683
"FOCO OSRAM 25 W",43.61,7,26.11,2684
"LA SERENISIMA SARDO FRACCION",43.61,0.445,13.50575,2684
"SUAVE AC LAVANDA 930ML.",43.6,4,13.04,2686
"CIF ANTIGRASA X 500 ML REPUESTO",43.52082,8,16.96082,2687
"KOTEX PROTEC MULTIF S/P  20 U",43.45,5,14.55,2688
"DAYS ESPECIERO X 5",43.31,1,19.23,2689
"COCTEL CLERICO UVITA X 1 L",43.18,8,5.42,2690
"KNORR QUICK POLLO LIGHT X 47.5 G",43.1402,6.00003,-20.49995,2691
"CHUKER X 250 CM3",43.12,5,14.37,2692
"M&KA TUN DESM.AC. 170G",43.12,8,12.64,2692
"47 STREET CREM PEINAR BRILLO X 300",42.98,2,14.54,2694
"CIF CREMA DOY 150 G",42.95,13,14.74,2695
"DECFA MIEL X 500 G",42.9,4,13.46,2696
"MANA LIVIANA LIMON X 145 G",42.9,11,12.21,2696
"SER EQUILIBRIO CRACKER X 120G",42.9,10,10.9,2696
"HERBAL ESSENCES SH CURVAS PELIGROSAS  35",42.88999,3,15.34999,2699
"PANTENE SHAMPOO HIDRATACION BALANC X 200",42.87,3,13.26,2700
"LA MORENITA CAFE INSTANTANEO X 170 G",42.78,2,15.14,2701
"GALL.TENTACIONES RELL.MOUSS85G",42.77,7,11.83,2702
"VANOLI SALSA PIZZA X 360 G",42.72,8,14.24,2703
"COTONETES JHONSON X 150 U",42.70463,4,11.74463,2704
"GLADE TOQUE BEBE FULL",42.67,3,13.63,2705
"VITINA ZAPALLO X 250G",42.62917,9,14.18917,2706
"ALWAYS TOALL. ACT.NOCT.T3 8UN",42.62795,4,15.82795,2707
"ORAL B CRE.DENT.COMPLETE  140G",42.61,3,12.22,2708
"GATORADE MANZANA X 500 CC",42.6,4,12.2,2709
"LISTERINE DIENTES Y ENCIAS X 250",42.58,2,14.2,2710
"LA VIRGINIA CAPPUCCINO INSTANT. LIGHT X",42.55,3,14.53,2711
"SALADIX JAMON X 30 G",42.45,18,13.83,2712
"JABON T.LUX REFRESCATE 125G.",42.36,3,17.34,2713
"DAYS TEENS TOALL NORM.C/A 8",42.25053,6,14.71053,2714
"BABELITO CUCHARAS TERMOSENSIBLES",42.25,1,15.86,2715
"JUGO P.TANG DURAZNO 25G.",42.25,25,12.25,2715
"ESENCIAL VELAS 4X205MM",42.07125,10,14.27125,2717
"BARCELONA DEO INIESTA 168 ML",42.03,3,16.26,2718
"TERRABUSI HELLICES 500G",42.02,6,12.38,2719
"COFLER ALFAJOR BLANCO X 40 G",42,14,14.98,2720
"COFLER ALFAJOR NEGRO X 40 G",42,14,14.98,2720
"ROSAURA PAÐUELOS",42,6,41.94,2720
"ALGABO SALLY VALIJA  X 50 ML",41.99,1,23.85,2723
"CACEROLA MELAMINA CON TAPA",41.98,2,19.18,2724
"MR MUSCULO PARA PISO FLORES SILV. 1.8 L",41.98,4,14.34,2724
"TRES PLUMAS SECO X 930 ML",41.98,2,13,2724
"ROMYL ESCOBILLON LINEA PREMIUM",41.98,2,14.78,2724
"BUDIN SER TRADICIONAL 250 GRS.",41.97,3,10.92,2728
